T,motor,stretch
434304,sition: 150 ,0.00
434354,sition: 150 ,0.00
434404,sition: 150 ,0.00
434454,sition: 150 ,0.00
434504,sition: 150 ,0.00
434554,sition: 150 ,0.00
434604,sition: 150 ,0.00
434654,sition: 150 ,0.00
434704,sition: 150 ,0.00
434754,sition: 150 ,0.00
434804,sition: 150 ,0.00
434854,sition: 150 ,0.00
434904,sition: 150 ,0.00
434954,sition: 150 ,0.00
435004,sition: 150 ,0.00
435054,sition: 150 ,0.00
435104,sition: 150 ,0.00
435154,sition: 150 ,0.00
435204,sition: 150 ,0.00
435254,sition: 150 ,0.00
435304,sition: 150 ,0.00
435354,sition: 150 ,0.00
435404,sition: 150 ,0.00
435454,sition: 150 ,0.00
435504,sition: 150 ,0.00
435554,sition: 150 ,0.00
435604,sition: 150 ,0.00
435655,sition: 150 ,0.00
435705,sition: 150 ,0.00
435755,sition: 150 ,0.00
435805,sition: 150 ,0.00
435855,sition: 150 ,0.00
435905,sition: 150 ,0.00
435955,sition: 150 ,0.00
436005,sition: 150 ,0.00
436055,sition: 150 ,0.00
436105,sition: 150 ,0.00
436155,sition: 150 ,0.00
436205,sition: 150 ,0.00
436255,sition: 150 ,0.00
436305,sition: 150 ,0.00
436355,sition: 150 ,0.00
436405,sition: 150 ,0.00
436455,sition: 150 ,0.00
436505,sition: 150 ,0.00
436555,sition: 150 ,0.00
436605,sition: 150 ,0.00
436655,sition: 150 ,0.00
436705,sition: 150 ,0.00
436755,sition: 150 ,0.00
436805,sition: 150 ,0.00
436855,sition: 150 ,0.00
436905,sition: 150 ,0.00
436955,sition: 150 ,0.00
437005,sition: 150 ,0.00
437055,sition: 150 ,0.00
437105,sition: 150 ,0.00
437155,sition: 150 ,0.00
437205,sition: 150 ,0.00
437255,sition: 150 ,0.00
437305,sition: 150 ,0.00
437355,sition: 150 ,0.00
437405,sition: 150 ,0.00
437455,sition: 150 ,0.00
437505,sition: 150 ,0.00
437555,sition: 150 ,0.00
437606,sition: 150 ,0.00
437656,sition: 150 ,0.00
437706,sition: 150 ,0.00
437756,sition: 150 ,0.00
437806,sition: 150 ,0.00
437856,sition: 150 ,0.00
437906,sition: 150 ,0.00
437956,sition: 150 ,0.00
438006,sition: 150 ,0.00
438056,sition: 150 ,0.00
438106,sition: 150 ,0.00
438156,sition: 150 ,0.00
438206,sition: 150 ,0.00
438256,sition: 150 ,0.00
438306,sition: 150 ,0.00
438356,sition: 150 ,0.00
438406,sition: 150 ,0.00
438456,sition: 150 ,0.00
438506,sition: 150 ,0.00
438556,sition: 150 ,0.00
438606,sition: 150 ,0.00
438656,sition: 150 ,0.00
438706,sition: 150 ,0.00
438756,sition: 150 ,0.00
438806,sition: 150 ,0.00
438856,sition: 150 ,0.00
438906,sition: 150 ,0.00
438956,sition: 150 ,0.00
439006,sition: 150 ,0.00
439056,sition: 150 ,0.00
439106,sition: 150 ,0.00
439156,sition: 150 ,0.00
439206,sition: 150 ,0.00
439256,sition: 150 ,0.00
439306,sition: 150 ,0.00
439356,sition: 150 ,0.00
439406,sition: 150 ,0.00
439456,sition: 150 ,0.00
439507,sition: 150 ,0.00
439557,sition: 150 ,0.00
439607,sition: 150 ,0.00
439657,sition: 150 ,0.00
439707,sition: 150 ,0.00
439757,sition: 150 ,0.00
439807,sition: 150 ,0.00
439857,sition: 150 ,0.00
439907,sition: 150 ,0.00
439957,sition: 150 ,0.00
440007,sition: 150 ,0.00
440057,sition: 150 ,0.00
440107,sition: 150 ,0.00
440157,sition: 150 ,0.00
440207,sition: 150 ,0.00
440257,sition: 150 ,0.00
440307,sition: 150 ,0.00
440357,sition: 150 ,0.00
440407,sition: 150 ,0.00
440457,sition: 150 ,0.00
440507,sition: 150 ,0.00
440557,sition: 150 ,0.00
440607,sition: 150 ,0.00
440657,sition: 150 ,0.00
440707,sition: 150 ,0.00
440757,sition: 150 ,0.00
440807,sition: 150 ,0.00
440857,sition: 150 ,0.00
440907,sition: 150 ,0.00
440957,sition: 150 ,0.00
441007,sition: 150 ,0.00
441057,sition: 150 ,0.00
441107,sition: 150 ,0.00
441157,sition: 150 ,0.00
441207,sition: 150 ,0.00
441257,sition: 150 ,0.00
441307,sition: 150 ,0.00
441357,sition: 150 ,0.00
441408,sition: 150 ,0.00
441458,sition: 150 ,0.00
441508,sition: 150 ,0.00
441558,sition: 150 ,0.00
441608,sition: 150 ,0.00
441658,sition: 150 ,0.00
441708,sition: 150 ,0.00
441758,sition: 150 ,0.00
441808,sition: 150 ,0.00
441858,sition: 150 ,0.00
441908,sition: 150 ,0.00
441958,sition: 150 ,0.00
442008,sition: 150 ,0.00
442058,sition: 150 ,0.00
442108,sition: 150 ,0.00
442158,sition: 150 ,0.00
442208,sition: 150 ,0.00
442258,sition: 150 ,0.00
442308,sition: 150 ,0.00
442358,sition: 150 ,0.00
442408,sition: 150 ,0.00
442458,sition: 150 ,0.00
442508,sition: 150 ,0.00
442558,sition: 150 ,0.00
442608,sition: 150 ,0.00
442658,sition: 150 ,0.00
442708,sition: 150 ,0.00
442758,sition: 150 ,0.00
442808,sition: 150 ,0.00
442858,sition: 150 ,0.00
442908,sition: 150 ,0.00
442958,sition: 150 ,0.00
443008,sition: 150 ,0.00
443058,sition: 150 ,0.00
443108,sition: 150 ,0.00
443158,sition: 150 ,0.00
443208,sition: 150 ,0.00
443258,sition: 150 ,0.00
443309,sition: 150 ,0.00
443359,sition: 150 ,0.00
443409,sition: 150 ,0.00
443459,sition: 150 ,0.00
443509,sition: 150 ,0.00
443559,sition: 150 ,0.00
443609,sition: 150 ,0.00
443659,sition: 150 ,0.00
443709,sition: 150 ,0.00
443759,sition: 150 ,0.00
443809,sition: 150 ,0.00
443859,sition: 150 ,0.00
443909,sition: 150 ,0.00
443959,sition: 150 ,0.00
444009,sition: 150 ,0.00
444059,sition: 150 ,0.00
444109,sition: 150 ,0.00
444159,sition: 150 ,0.00
444209,sition: 150 ,0.00
444259,sition: 150 ,0.00
444309,sition: 150 ,0.00
444359,sition: 150 ,0.00
444409,sition: 149 ,0.00
444459,sition: 148 ,0.00
444509,sition: 147 ,0.00
444559,sition: 146 ,0.00
444609,sition: 145 ,0.00
444659,sition: 144 ,0.00
444709,sition: 143 ,0.00
444759,sition: 142 ,0.00
444809,sition: 141 ,0.00
444859,sition: 140 ,0.00
444909,sition: 139 ,0.00
444959,sition: 138 ,0.00
445009,sition: 137 ,0.00
445059,sition: 136 ,0.00
445109,sition: 135 ,0.00
445159,sition: 134 ,0.00
445209,sition: 133 ,0.00
445260,sition: 132 ,0.00
445310,sition: 131 ,0.00
445360,sition: 130 ,0.00
445410,sition: 129 ,0.00
445460,sition: 128 ,0.00
445510,sition: 127 ,0.00
445560,sition: 126 ,0.00
445610,sition: 125 ,0.00
445660,sition: 124 ,0.00
445710,sition: 123 ,0.00
445760,sition: 122 ,0.00
445810,sition: 121 ,0.00
445860,sition: 120 ,0.00
445910,sition: 119 ,0.00
445960,sition: 118 ,0.00
446010,sition: 117 ,0.00
446060,sition: 116 ,0.00
446110,sition: 115 ,0.00
446160,sition: 114 ,0.00
446210,sition: 113 ,0.00
446260,sition: 112 ,0.00
446310,sition: 111 ,0.00
446360,sition: 110 ,0.00
446410,sition: 109 ,0.00
446460,sition: 108 ,0.00
446510,sition: 107 ,0.00
446560,sition: 106 ,0.00
446610,sition: 105 ,0.00
446660,sition: 104 ,0.00
446710,sition: 103 ,0.00
446760,sition: 102 ,0.00
446810,sition: 101 ,0.00
446860,sition: 100 ,0.00
446910,sition: 99 ,0.00
446960,sition: 98 ,0.00
447010,sition: 97 ,0.00
447060,sition: 96 ,0.00
447111,sition: 95 ,0.00
447161,sition: 94 ,0.00
447211,sition: 93 ,0.00
447261,sition: 92 ,0.00
447311,sition: 91 ,0.00
447361,sition: 90 ,0.00
447411,sition: 89 ,0.00
447461,sition: 88 ,0.00
447511,sition: 87 ,0.00
447561,sition: 86 ,0.00
447611,sition: 85 ,0.00
447661,sition: 84 ,0.00
447711,sition: 83 ,0.00
447761,sition: 82 ,0.00
447811,sition: 81 ,0.00
447861,sition: 80 ,0.00
447911,sition: 79 ,0.00
447961,sition: 78 ,0.00
448011,sition: 77 ,0.00
448061,sition: 76 ,0.00
448111,sition: 75 ,0.00
448161,sition: 74 ,0.00
448211,sition: 73 ,0.00
448261,sition: 72 ,0.00
448311,sition: 71 ,0.00
448361,sition: 70 ,0.00
448411,sition: 69 ,0.00
448461,sition: 68 ,0.00
448511,sition: 67 ,0.00
448561,sition: 66 ,0.00
448611,sition: 65 ,0.00
448661,sition: 64 ,0.00
448711,sition: 63 ,0.00
448761,sition: 62 ,0.00
448811,sition: 61 ,0.00
448861,sition: 60 ,0.00
448911,sition: 59 ,0.00
448961,sition: 58 ,0.00
449011,sition: 57 ,0.00
449062,sition: 56 ,0.00
449112,sition: 55 ,0.00
449162,sition: 54 ,0.00
449212,sition: 53 ,0.00
449262,sition: 52 ,0.00
449312,sition: 51 ,0.00
449362,sition: 50 ,0.00
449412,sition: 49 ,0.00
449462,sition: 48 ,0.00
449512,sition: 47 ,0.00
449562,sition: 46 ,0.00
449612,sition: 45 ,0.00
449662,sition: 44 ,0.00
449712,sition: 43 ,0.00
449762,sition: 42 ,0.00
449812,sition: 41 ,0.00
449862,sition: 40 ,0.00
449912,sition: 39 ,0.00
449962,sition: 38 ,0.00
450012,sition: 37 ,0.00
450062,sition: 36 ,0.00
450112,sition: 35 ,0.00
450162,sition: 34 ,0.00
450212,sition: 33 ,0.00
450262,sition: 32 ,0.00
450312,sition: 31 ,0.00
450362,sition: 30 ,0.00
450412,sition: 29 ,0.00
450462,sition: 28 ,0.00
450512,sition: 27 ,0.00
450562,sition: 26 ,0.00
450612,sition: 25 ,0.00
450662,sition: 24 ,0.00
450712,sition: 23 ,0.00
450762,sition: 22 ,0.00
450812,sition: 21 ,0.00
450862,sition: 20 ,0.00
450912,sition: 19 ,0.00
450963,sition: 18 ,0.00
451013,sition: 17 ,0.00
451063,sition: 16 ,0.00
451113,sition: 15 ,0.00
451163,sition: 14 ,0.00
451213,sition: 13 ,0.00
451263,sition: 12 ,0.00
451313,sition: 11 ,0.00
451363,sition: 10 ,0.00
451413,sition: 9 ,0.00
451463,sition: 8 ,0.00
451513,sition: 7 ,0.00
451563,sition: 6 ,0.00
451613,sition: 5 ,0.00
451663,sition: 4 ,0.00
451713,sition: 3 ,0.00
451763,sition: 2 ,0.00
451813,sition: 1 ,0.00
451863,sition: 0 ,0.00
451913,sition: 0 ,0.00
451963,sition: 0 ,0.00
452013,sition: 0 ,0.00
452063,sition: 0 ,0.00
452113,sition: 0 ,0.00
452163,sition: 0 ,0.00
452213,sition: 0 ,0.00
452263,sition: 0 ,0.00
452313,sition: 0 ,0.00
452363,sition: 0 ,0.00
452413,sition: 0 ,0.00
452463,sition: 0 ,0.00
452513,sition: 0 ,0.00
452563,sition: 0 ,0.00
452613,sition: 0 ,0.00
452663,sition: 0 ,0.00
452713,sition: 0 ,0.00
452763,sition: 0 ,0.00
452813,sition: 0 ,0.00
452864,sition: 0 ,0.00
452914,sition: 0 ,0.00
452964,sition: 0 ,0.00
